,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
810,76935,France,"This rich barrel-aged wine is a blend of 50-50 Merlot and Cabernet Franc. It is a small, seven-acre estate just outside the village of Saint-Émilion. There are touches of licorice in this wine, hinting at extraction that needs to calm down. When that happens, this will be a dense and finely perfumed wine, rich and with a good future. Drink from 2022.",,91,27.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château la Révérence 2014  Saint-Émilion,Bordeaux-style Red Blend,Château la Révérence
811,63901,Portugal,"Grapes grown at high altitude give the cool feel to this crisp wine. A light touch of oak is revealed in the vanilla flavor that is finely integrated into the citrus and apple fruit. The wine is fruity, ready to drink young.",Churchill's Estates Branco,88,18.0,Douro,,,Roger Voss,@vossroger,Churchill's 2015 Churchill's Estates Branco White (Douro),Portuguese White,Churchill's
812,32102,US,"One barrel was new French oak, the other neutral. The cranberry fruit here is subdued and tart, while the barrel aging brings in popcorn, walnuts and even a trace of butter brickle. Give this bottle until 2017–2017 to open up.",Reserve Rêve Estate,89,45.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Provincial Vineyards 2012 Reserve Rêve Estate Pinot Noir (Willamette Valley),Pinot Noir,Provincial Vineyards
813,116239,US,"Aromas are light for the variety, with notes of jasmine and poached pear. The medium-sweet flavors deliver notes of mandarin orange and Nestea ice tea, finishing dry.",,85,12.0,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Moonbeam 2013 Riesling (Washington),Riesling,Moonbeam
814,44665,US,"Aged in 100% new French oak, aromas of roasted coffee bean, herb, char and dark fruit give way to lightly grainy dark-fruit flavors. The wood seems a bit primary at present but it still brings a lot of appeal. Give it some time to integrate.",The V,91,54.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Adams Bench 2014 The V Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Adams Bench
815,92758,US,"This is clearly aimed at consumers who seek maximum power, aggressive tannins and the dark end of the flavor spectrum. Though down a bit from the 15.5% alcohol in 2012, it's still substantial. Dry roasted dark fruits are covered in brawnier flavors of coffee grounds, chocolate and graphite. Tannins are granular and carry some heat through the finish.",Founders Choice Estate,88,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Treos 2013 Founders Choice Estate Pinot Noir (Willamette Valley),Pinot Noir,Treos
816,78665,Italy,"Blue flower, red berries and Mediterranean herbs take center stage in this delicious blend of 85% Sangiovese and 15% Ciliegiolo. The bright, lively palate offers a solid core of black cherry and raspberry layered with black pepper and thyme. It's extremely inviting and approachable now, so enjoy soon. Vos Selections, Tosco Wine.",Bellamarsilia,91,16.0,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Poggio Argentiera 2011 Bellamarsilia  (Morellino di Scansano),Red Blend,Poggio Argentiera
817,30055,Portugal,"The second label of Quinta de la Rosa is a ripe and smoothly fruity wine. Soft tannins and ample acidity harmonize well with the exuberant black fruits. It is big, rich and not needing aging; drink this rounded wine from 2016.",douROSA,90,15.0,Douro,,,Roger Voss,@vossroger,Quinta de la Rosa 2013 douROSA Red (Douro),Portuguese Red,Quinta de la Rosa
818,64669,South Africa,"Soft black raspberry and cherry notes struggle for expression on the nose. Light and easy in the mouth, the wine is balanced but lacking a bit of heft and structure.",,83,10.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Stellar Organics 2010 Cabernet Sauvignon (Western Cape),Cabernet Sauvignon,Stellar Organics
819,63175,France,"Fully ripe, juicy pears glow from the core of this balanced, rounded wine, with an edge of marzipan, bitter almond and a wonderfully textured center. The palate is rich but dry and stays on the side of restraint, despite the fullness.",Fronholz,92,57.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Ostertag 2013 Fronholz Pinot Gris (Alsace),Pinot Gris,Domaine Ostertag
820,28398,Italy,"Aged in barriques, this deeply hued yellow-gold wine opens with aromas of toasted oak, dried citrus and aromatic herb. The lean, somewhat evolved palate offers pink grapefruit, mineral, almond and oak-driven spice. Drink soon.",Serra Fiorese Riserva,88,30.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Garofoli 2010 Serra Fiorese Riserva  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Garofoli
821,9134,Italy,"There is only a handful of Kosher sparkling Proseccos out there, and this is one of them. Lively and bright, the wine shows citrus, stone fruit and dried hay aromas.",Banero,84,8.0,Veneto,Prosecco,,,,Banero NV Banero  (Prosecco),Glera,Banero
822,91220,US,"Deliciously ripe in raspberries, cherries and plums, with an exotic coating of sweetly caramelized oak. The texture is fine and silky, but ultimately the wine is too sweet and simple.",Laguna West,86,39.0,California,Russian River Valley,Sonoma,,,Fog Crest 2009 Laguna West Pinot Noir (Russian River Valley),Pinot Noir,Fog Crest
823,25533,Argentina,"Ginger, lemongrass and herbaceous aromas precede a zesty, citric palate with sharp acidity. This hints at sour lemon and grapefruit flavors while bringing in sweeter lime and melon notes. A cleansing, citric finish is tart to sour. 85% Torrontés and 15% Riesling.",Torrontés-Riesling,85,11.0,Other,Salta,,Michael Schachner,@wineschach,Amalaya 2013 Torrontés-Riesling White (Salta),White Blend,Amalaya
824,46275,Spain,"Earthy, rooty aromas of cola, tobacco and baked black plum give way to a drawing, drying palate with rubbery, clampy tannins. Roasted plum, prune and herbal flavors finish loamy in feel but salty in flavor.",Zinio Tempranillo-Graciano,86,15.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Patrocinio 2012 Zinio Tempranillo-Graciano  (Rioja),Tempranillo Blend,Patrocinio
825,62067,Italy,This Barbera d'Asti Superiore opens with brambly notes of underbrush and wild berry followed by wet earth and smoked ham. Give it two or three years in the bottle and pair this fruit-forward wine with lasagna or meatloaf.,Terre Astesane,88,,Piedmont,Barbera d'Asti Superiore,,,,Cantina Sociale di Mombercelli Terre Astesane 2007 Terre Astesane  (Barbera d'Asti Superiore),Barbera,Cantina Sociale di Mombercelli Terre Astesane
826,94366,France,"While the bulk of this estate's wines are in prestigious Saint-Julien, this comes from a parcel in the Haut-Médoc. It's a rich and structured wine, full of black fruit and acidity. Although developing well, it still needs time. Drink from 2019.",Le Haut-Médoc de Beychevelle,90,31.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Beychevelle 2015 Le Haut-Médoc de Beychevelle  (Haut-Médoc),Bordeaux-style Red Blend,Château Beychevelle
827,41584,France,"This is a wine that is almost mature. With generous black fruits and tannins that are integrated into the texture, the wine is ripe and fruity. The acidity is still there, giving a crisp aftertaste. Drink now.",,86,17.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Laubès 2010  Bordeaux,Bordeaux-style Red Blend,Château Laubès
828,84111,France,The maturity of this lightweight Pinot Noir expresses itself with depth of flavor—the wood and red fruit flavors reach out to the core of tannins. It has a smoky toast character along with the crisp acidity.,Les Belles Vignes,86,,Loire Valley,Sancerre,,Roger Voss,@vossroger,Fournier Père et Fils 2007 Les Belles Vignes  (Sancerre),Pinot Noir,Fournier Père et Fils
829,22631,US,"This is a fine Pinot for drinking now. It's dry and brisk with coastal acidity, firm tannins and elaborate raspberry, cherry and persimmon flavors, touched by sweet, smoky oak.",,89,34.0,California,Sonoma Coast,Sonoma,,,Failla 2012 Pinot Noir (Sonoma Coast),Pinot Noir,Failla
830,35657,US,"This wine is a blend of Cabernet Sauvignon, Malbec, Cabernet Franc, Carménère, Merlot and Petit Verdot, coming from a block designed by the late Master of Wine David Lake. Light aromas of herb, green pepper and cherry are followed by elegant fruit flavors that seem a bit faint. The oak appears to be dialed way back. Best paired with food.",David's Block Red Willow Vineyard,88,35.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Eight Bells 2013 David's Block Red Willow Vineyard Red (Yakima Valley),Bordeaux-style Red Blend,Eight Bells
831,40742,Austria,"A wonderfully pure, fresh and natural wine, limpid with minerality, green fruits, concentrated pepper and spice. This is a powerful expression of Grüner Veltliner, a rich, but freshly green wine. Glass stopper.",Lindberg Reserve,91,34.0,Kremstal,,,Roger Voss,@vossroger,Salomon-Undhof 2006 Lindberg Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Salomon-Undhof
832,46123,US,"Smooth as silk and soft as butter, this glides across the palate in a smoky, sexy and seductive manner. Butter and berry, black cherry and a finishing flourish of chocolate nibs, capped with espresso, give this a complete start-to-finish set of flavors. Drink now and over the next decade.",,93,48.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Divio 2015 Pinot Noir (Ribbon Ridge),Pinot Noir,Domaine Divio
833,123494,Argentina,"Stalky aromas of hay and straw lack fruit character. This feels creamy but also acidic, while flavors of vanilla, Bartlett pear and melon end with a sweet note of caramel.",,86,17.0,Other,Alto Valle del Río Negro,,Michael Schachner,@wineschach,Verum 2014 Chardonnay (Alto Valle del Río Negro),Chardonnay,Verum
834,97289,Italy,"This Sicilian Chardonnay presents stone fruit, pear and honey backed by a slightly pungent, acetone-like note in the background that doesn't disturb too much. It tastes smooth, fresh and offers tingling spice on the finale.",,84,10.0,Sicily & Sardinia,Sicilia,,,,MandraRossa 2007 Chardonnay (Sicilia),Chardonnay,MandraRossa
835,106549,US,"Earthy and herbal, this inexpensive Pinot offers faint cherry tones and a structured, juicy midpalate. The wine's pronounced tannins take center stage on the finish.",,86,16.0,California,Mendocino,,Virginie Boone,@vboone,Girasole 2011 Pinot Noir (Mendocino),Pinot Noir,Girasole
836,93030,New Zealand,"On the toasty, oaky side of New Zealand's Syrah spectrum, with plenty of cedary notes layered over plum and cherry fruit. Despite the oak treatment, it still retains a sense of freshness, and the fruit really comes through on the finish. Try in 2013.",,87,,Hawke's Bay,,,Joe Czerwinski,@JoeCz,Unison Vineyard 2008 Syrah (Hawke's Bay),Syrah,Unison Vineyard
837,48036,Italy,"Part of a wine series made from indigenous varieties of northeast Italy, this easy-going effort shows medium structure, with a creamy fullness. The finish has bright endnotes of cut grass, lime and honeydew. It's perfect for appetizers or light summer lunches.",,87,19.0,Northeastern Italy,Venezia Giulia,,,,Sirch 2011 Pinot Grigio (Venezia Giulia),Pinot Grigio,Sirch
838,20902,US,"Here's a rich, opulent wine. It's definitely high in acidity, which gives it a citrusy bite, but that zippiness provides a firm counterpoint to the lush tropical fruit, buttered toast and spice flavors.",Backyard,87,17.0,California,Russian River Valley,Sonoma,,,C&T; 2006 Backyard Chardonnay (Russian River Valley),Chardonnay,C&T;
839,7591,Chile,"Lean and spicy in the nose, with a hint of pepper and some green vegetables. The palate is a continuation of the nose: there's mild red fruit but also some strong green-bean and bell-pepper flavors. The finish is dry and tannic, as it should be.",Los Vascos,83,10.0,Colchagua Valley,,,Michael Schachner,@wineschach,Domaines Barons de Rothschild (Lafite) 2001 Los Vascos Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Domaines Barons de Rothschild (Lafite)
840,106235,France,"Crisp and fresh with lively flavors of apple slices, clementine supremes, nectarine and a touch of honeysuckle. Lighter weight with good balance and a clean finish. The 2009 should be available, so drink up the '08 now.",Réserve St. Martin,85,9.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Les Vignerons de la Méditerranée 2008 Réserve St. Martin Sauvignon Blanc (Vin de Pays d'Oc),Sauvignon Blanc,Les Vignerons de la Méditerranée
841,27545,Portugal,"Fresh and perfumed, this wine offers great citric flavors, a lively crispness rare in white wines from central Portugal. Pear and some yellow fruits give roundness.",,87,10.0,Ribatejo,,,Roger Voss,@vossroger,Quinta da Alorna 2006 White (Ribatejo),Portuguese White,Quinta da Alorna
842,96829,US,"Gamy aromas of rare beef and raw lamb show on the nose of this bottling, with black peppercorn, teriyaki and a touch of caramel. The flavors are a bit primary, with Concord grape jelly, blueberry jam and candied lilac, as well as a vanilla-bean oakiness.",,85,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Graveyard 2014 Syrah (Paso Robles),Syrah,Graveyard
843,16080,Argentina,"Light, lemony aromas come with a hint of buttercup. The palate is basic, wet and juicy, with average citrus and apple flavors. Finishes solid and mostly fresh, with generic sweet apple and melon notes along with some weight.",,84,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Proemio 2009 Chardonnay (Mendoza),Chardonnay,Proemio
844,1001,Italy,"Nerello Mascalese, a grape native to the volcanic slopes of Mount Etna, delivers fresh berry notes that recall raspberry, blueberry and mulberry backed by toasted almond. There are pretty mineral nuances woven within its texture and the wine ends with polished tannins and menthol freshness. It is aged 12 months in oak, but you hardly taste the wood.",Il Monovitigno,88,41.0,Sicily & Sardinia,Etna,,,,Benanti 2005 Il Monovitigno  (Etna),Nerello Mascalese,Benanti
